"Group","Sample","Wt.soil","ICPOES.ID","UTM.E","UTM.N","Long.E.","Lat.S.","x.osm","y.osm","Type","Type.adj","EC","pH","Al.AR","As.AR","B.AR","Ba.AR","Be.AR","Ca.AR","Cd.AR","Ce.AR","Co.AR","Cr.AR","Cu.AR","Fe.AR","Ga.AR","Gd.AR","Ge.AR","K.AR","La.AR","Mg.AR","Mn.AR","Mo.AR","Na.AR","Nb.AR","Nd.AR","Ni.AR","P.AR","Pb.AR","S.AR","Sc.AR","Si.AR","Sr.AR","Th.AR","Ti.AR","V.AR","Y.AR","Zn.AR","Zr.AR","Al","As","B","Ba","Be","Ca","Cd","Ce","Co","Cr","Cu","Fe","Ga","Gd","Ge","K","La","Mg","Mn","Mo","Na","Nb","Nd","Ni","P","Pb","S","Sc","Si","Sr","Th","Ti","V","Y","Zn","Zr","EC.log","pH.pow","Al.pow","As.pow","B.log","Ba.pow","Be.pow","Ca.pow","Cd.pow","Ce.pow","Co.pow","Cr.pow","Cu.log","Fe.log","Ga.pow","Gd.pow","Ge.log","K.log","La.pow","Mg.pow","Mn.log","Mo.pow","Na.log","Nb.log","Nd.pow","Ni.pow","P.log","Pb.pow","S.log","Sc.pow","Si.pow","Sr.pow","Th.log","Ti.log","V.pow","Y.pow","Zn.log","Zr.log","Fe.lohi"
4,3,0.301,"TuesAM.3",391982,6465392,115.8572,-31.94228,12897160,-3755736,"Sediment","Sediment",124.7,6.26,2869.591674,1.840633065,NA,33.19673702,0.064373485,4234.57762,0.145617316,4.65729479,1.484606379,10.07541654,31.18677507,4210.466395,0.534928673,0.441859392,0.758702139,112.8801576,2.25957684,325.7113617,31.65490244,0.650759085,44.71568247,7.755160912,1.05290793,6.858208228,372.2174537,46.03922631,259.0214881,0.317093053,666.0107267,14.74205601,0.822238436,87.86716274,6.884136531,1.441496214,183.250857,0.562379158,5.481803213,-1.870012242,NA,1.022329777,-5.223175266,5.870917055,-4.406895033,-0.941687049,-2.084972139,-0.170023361,0.959872317,5.865206891,-3.105743674,-3.296885377,-2.756267829,2.246204892,-1.664944255,3.305889784,0.97477122,-2.909737586,1.320202467,-0.431763266,-2.428566018,-0.554675595,3.439356425,1.349371967,3.076789212,-3.628681817,4.021183965,0.21058255,-2.67584667,1.995704348,-0.5509021,-2.1144402,2.730734206,-3.05570081,2.095866453,-0.02833,-0.02604,-0.63397,NA,-0.47176,-6.28989,5.70414,-1.4761,-0.35652,-0.8045,-0.43675,1.493970468,3.624330205,0.99194,-1.4857,-0.119928692,2.052617607,1.77587,-0.2725,1.500440979,-1.15435,1.650459864,0.889590813,1.03435,-0.5946,2.570796734,-0.50423,2.413335794,0.59962,-0.00015,2.19686,-0.085002226,1.943826603,-0.61641,1.2407,2.263046014,-0.249970783,"Low_Fe"
4,4,0.317,"TuesAM.4",391978,6465405,115.8571,-31.94216,12897156,-3755721,"Sediment","Sediment",142.9,6.56,2594.052412,1.764420082,NA,41.23166341,0.086170543,6009.422259,0.10412921,3.401047917,1.237231887,6.967375112,52.4098079,10628.85217,0.677852474,0.501530027,0.774526174,186.4688934,2.005153079,377.1089115,54.29448624,0.431536654,81.16688166,12.5670339,NA,4.425218413,215.7064402,467.0626838,188.2995038,0.425798406,536.1885661,17.75291527,2.624247383,146.6897878,12.16630253,2.02616219,159.2301151,0.704004022,5.102795695,-2.190358804,NA,0.961025615,-5.209607764,5.942903018,-5.020303622,-1.53409728,-2.54530434,-0.816942319,1.200912872,6.51314661,-3.14700648,-3.448272674,-3.0136847,2.470083558,-2.062460469,3.17435316,1.236241804,-3.598583702,1.638326427,-0.227103847,NA,-1.270861239,2.615737535,3.3882826,2.479852925,-3.611970145,3.526305026,0.118368868,-1.793386732,2.230139195,-0.259510833,-2.052037418,2.312169545,-3.109152085,2.155032229,-0.02587,-0.02727,-0.65432,NA,-0.45033,-5.17292,6.13602,-1.57961,-0.44016,-0.88942,-0.49851,1.719412568,4.026486367,0.99499,-1.39722,-0.110963901,2.270606394,1.63254,-0.26367,1.734755728,-1.32416,1.909378861,1.099232787,NA,-0.66926,2.333863112,-0.33321,2.274849176,0.68373,-2e-04,2.31959,0.419004773,2.16639988,-0.53437,1.51662,2.202025209,-0.15242486,"Low_Fe"
4,5,0.312,"TuesAM.5",391965,6465414,115.857,-31.94208,12897140,-3755710,"Sediment","Sediment",166,6.44,1510.331466,13.14433186,NA,37.26534531,0.165948332,8455.699744,NA,NA,1.943234071,7.008515357,13.14100679,56956.38051,18.59142739,1.074569924,2.798677801,85.34783141,1.650156314,393.5223764,44.35533402,0.651427591,34.73117664,5.496305735,2.134259311,2.047844462,532.9471879,22.34418198,325.0316785,0.134144633,545.9761379,22.55215492,1.152168108,47.67378668,13.35064629,3.897589419,94.69640452,0.08116347,4.456129659,-0.287964132,NA,0.754109054,-4.660033553,6.178641258,NA,NA,-2.199601129,-0.916828872,-0.28821713,8.086086239,0.058745821,-2.79203425,-1.834807669,1.58278028,-2.363084742,3.11118317,0.928278212,-3.292543791,0.683682985,-1.159878579,-2.105835101,-2.147167003,3.414467574,0.242611212,2.919967889,-4.872791471,3.43862051,0.251875862,-2.722309282,1.000426941,-0.272389966,-1.503596496,1.686721272,-5.375244771,2.220108088,-0.02681,-0.03494,-0.14598,NA,-0.46021,-3.33373,6.58887,NA,NA,-0.69369,-0.49746,1.11862864,4.755542383,1.03851,-0.96574,0.446952903,1.931192491,1.42314,-0.26116,1.646945854,-1.15395,1.540719497,0.740070883,1.64307,-0.82404,2.726684175,-0.57381,2.511925691,0.4088,-2e-04,2.48775,0.06151585,1.678279649,-0.52206,2.23075,1.97633349,-1.090639394,"High_Fe"
4,6,0.313,"TuesAM.6",391959,6465434,115.8569,-31.9419,12897134,-3755687,"Sediment","Sediment",136.9,6.47,12797.55239,6.612424936,NA,73.58467327,0.175765964,7354.072771,0.17872585,5.503244807,2.919105087,21.32863914,68.26985596,28644.72961,7.444689147,0.884015931,1.78169007,203.5977663,2.988633275,485.6513184,66.94642572,1.060458769,117.4274462,22.73185398,NA,8.922089324,437.1053842,1774.981969,316.9223069,1.88104889,798.3584819,31.11329132,5.461013217,269.2227067,54.16633511,2.547854667,246.9937386,3.989409923,5.927756294,-1.640302473,NA,0.769183842,-5.267854837,5.373756639,-5.25115513,-1.823915035,-2.457975826,-0.469202188,0.694215403,6.733471829,-1.521752006,-3.652533113,-2.951690527,1.786893395,-2.434436734,2.656237996,0.674639765,-3.470551303,1.236567745,-0.405485719,NA,-1.34072277,2.550921401,3.952292625,2.229403737,-2.897423377,3.153304804,-0.091617817,-1.831618575,2.066286025,0.462806674,-2.59400122,1.980110068,-2.145609587,2.136403448,-0.02657,-0.01313,-0.24389,NA,-0.39772,-3.20771,6.39987,-1.41623,-0.31878,-0.55447,-0.33376,1.834228987,4.457044727,1.0263,-1.06158,0.25083216,2.308773009,2.16257,-0.24911,1.825727395,-0.98058,2.069769616,1.356634858,NA,-0.55383,2.640586156,-0.26245,2.500952809,1.32492,-0.00012,2.7333,0.737273228,2.430111686,-0.36744,1.73605,2.392685944,0.600908664,"High_Fe"
5,1,0.3,"Fri.AM.1",391945,6465422,115.8568,-31.94201,12897117,-3755701,"Soil","Soil",450,5.76,5248.709177,2.121360201,NA,16.08432533,0.055483729,1486.715914,0.039761939,4.98388773,0.713317919,9.384233037,6.356885034,2852.060032,0.425340376,0.372037105,0.499693306,253.4974056,1.834478995,244.5531525,90.79738145,0.427136355,101.1656474,6.582705604,1.261517436,1.775103971,259.1039425,10.01597981,324.949637,0.383518572,666.7888667,7.719171556,0.958859947,81.33486653,8.555620828,1.597433773,28.89200226,0.815279709,6.336322987,-1.47735698,NA,0.548430748,-5.12107994,5.074910414,-5.454259598,-0.623204212,-2.567242536,0.009616477,-0.379875985,5.726382363,-3.084280013,-3.218176153,-2.923175224,3.305939121,-1.622653953,3.27001821,2.279215979,-3.080066452,2.387344779,-0.344968621,-1.997099157,-1.655555471,3.327814836,0.074767331,3.55425574,-3.187781699,4.273058987,-0.185707421,-2.271424723,2.16916032,-0.082825994,-1.761016018,1.134150351,-2.433638491,2.653212514,-0.0333,-0.01975,-0.57019,NA,-0.5511,-6.94882,4.58574,-1.91888,-0.34068,-1.20439,-0.44802,0.803244357,3.455158663,0.98901,-1.61487,-0.301296468,2.403973519,1.53336,-0.29062,1.958073324,-1.3287,2.005033065,0.818404433,1.16435,-0.85646,2.413474021,-0.66233,2.511816056,0.65262,-0.00015,1.81809,-0.018244822,1.910276758,-0.5837,1.31819,1.46077764,-0.088693366,"Low_Fe"
5,2,0.303,"Fri.AM.2",391950,6465424,115.8568,-31.94199,12897123,-3755698,"Soil","Soil",124.1,7.22,15809.97675,7.906854405,NA,242.0287507,0.480435267,6379.66455,0.424535836,22.97446538,9.942045938,26.26038257,164.4173638,40726.55654,15.83837827,2.010244469,1.850733205,436.2131542,8.309426978,1324.642886,220.6232176,0.992172915,299.5881931,17.68979187,5.353561273,15.00932686,493.8196506,441.3584468,372.7221704,2.626383731,1322.907739,46.49016599,6.367453886,199.9087942,52.07258866,5.710216231,429.8246269,4.413323121,5.747800021,-1.85286641,NA,1.568460085,-4.653659219,4.840274358,-4.777355296,-0.786213041,-1.623823611,-0.652535002,1.181811657,6.694039214,-1.15816044,-3.222340098,-3.305014551,2.157534571,-1.803205788,3.268301743,1.47585991,-3.928454316,1.781812403,-1.047608696,-2.242834441,-1.21192464,2.281573932,2.169260911,2.000236852,-2.954988546,3.266990986,-0.081355633,-2.069396753,1.377264795,0.032042242,-2.178339547,2.142780842,-2.435968491,2.093771781,-0.02147,-0.01191,-0.2134,NA,-0.30808,-1.63468,6.21299,-1.18905,-0.1223,-0.28242,-0.30977,2.215947681,4.609877692,1.03636,-0.71288,0.267343817,2.639698758,4.44465,-0.19882,2.343651214,-1.00263,2.476524694,1.247722723,3.00097,-0.48126,2.693568368,-0.3366,2.571385226,1.53723,-6e-05,3.07399,0.803965808,2.3008319,-0.37109,2.7943,2.633291295,0.644765725,"High_Fe"
5,3,0.302,"Fri.AM.3",391951,6465434,115.8568,-31.9419,12897124,-3755686,"Soil","Soil.wetland",69.8,6.17,9325.735875,10.24153265,NA,198.7432078,0.312722169,7032.017832,0.671646986,7.725746618,7.561298469,30.2067966,200.136256,46046.7176,13.0843844,1.6054178,2.622768052,293.809088,4.407700575,731.20413,251.4594512,1.428408391,249.9457436,21.43760982,NA,22.97139174,1267.647905,1038.103678,680.5321075,1.543473206,803.9008617,46.70245179,3.696929392,252.6078064,40.62208705,4.132747275,638.2965089,1.865730389,5.212043791,-1.602038084,NA,1.363524213,-5.090929487,4.92973961,-4.32651176,-1.883930897,-1.905446434,-0.520422413,1.37050905,6.808922395,-1.357069876,-3.455105331,-2.964259097,1.754440831,-2.445136223,2.666203303,1.598792384,-3.571928554,1.592754504,-0.863342517,NA,-0.794239761,3.216429054,3.016661576,2.594385638,-3.494454159,2.76098659,-0.084692701,-2.620986784,1.603348749,-0.22417743,-2.509546979,2.530313558,-3.304836759,1.843855423,-0.02914,-0.01517,-0.1759,NA,-0.32138,-2.17995,6.34039,-1.08376,-0.25394,-0.32835,-0.2946,2.301325771,4.663198677,1.03381,-0.79497,0.418759885,2.468065225,2.84346,-0.22722,2.400467963,-0.8877,2.397845745,1.331176362,NA,-0.42902,3.102998643,-0.28887,2.83284862,1.21322,-0.00012,3.07809,0.567841156,2.402446768,-0.39493,2.30918,2.805022469,0.270848885,"High_Fe"
5,4,0.305,"Fri.AM.4",391961,6465431,115.8569,-31.94193,12897136,-3755690,"Soil","Soil.wetland",103.8,6.21,6049.911391,7.79791023,NA,192.4194109,0.23474839,7719.385391,0.547429488,9.757232326,5.485058461,17.33362522,184.6337606,26566.28035,8.488055225,1.334785632,1.650234151,208.796693,4.7740171,616.7763138,170.8226833,1.059909264,108.8239986,11.95359674,2.301759871,17.004532,728.3162485,318.6217838,347.233209,1.099362014,921.4358798,75.55601943,2.659146619,135.1887863,20.12765432,3.030387959,547.476913,0.950132912,5.18912601,-1.464817116,NA,1.741004527,-4.967913914,5.432817133,-4.121194509,-1.240664107,-1.816645142,-0.666024625,1.699701296,6.66872514,-1.380012987,-3.229902191,-3.017755707,1.822688123,-1.955484785,2.905833525,1.621953184,-3.46048959,1.171058991,-1.037640679,-2.684998903,-0.685192998,3.072062467,2.245331874,2.331323732,-3.42394287,3.307260298,0.806201466,-2.540667643,1.387999324,-0.516578188,-2.409982244,2.786647398,-3.569826291,2.016197354,-0.02878,-0.0185,-0.21562,NA,-0.32361,-2.64209,6.46489,-1.12949,-0.21715,-0.39181,-0.35953,2.266311115,4.424330751,1.02804,-0.86939,0.21754557,2.319723616,3.00797,-0.23608,2.23254554,-0.98075,2.036724679,1.077498601,1.72643,-0.46532,2.862319999,-0.35679,2.540621254,1.04309,-1e-04,3.54318,0.424742284,2.130940669,-0.47099,1.92304,2.73836581,-0.022215638,"High_Fe"
5,5,0.3,"Fri.AM.5",391973,6465448,115.8571,-31.94177,12897150,-3755670,"Soil","Soil.wetland",104.2,6.77,7103.353939,1.997411445,NA,135.1539104,0.26735607,2630.288916,0.426045691,15.49853442,6.016393548,13.7605954,68.00638745,19820.90788,5.73043712,1.228831276,1.114547546,266.7723405,6.262648951,657.7075658,150.7873992,0.729241962,212.1344912,11.90177425,3.78920985,12.6362396,268.1335992,288.7477562,154.6959213,1.358511684,1122.810327,21.1737079,3.644186467,138.9313974,20.64881638,3.635847952,336.4400016,3.147992854,5.496749497,-2.679720775,NA,1.534841366,-4.690746754,4.503276133,-4.224781523,-0.630827374,-1.577084839,-0.749763738,0.848028794,6.522919773,-1.625781026,-3.165509305,-3.263124306,2.214822797,-1.53696959,3.117187563,1.644298052,-3.687322533,1.985647626,-0.894885355,-2.039415326,-0.835003996,2.219912521,2.293980651,1.669888552,-3.06518309,3.652017202,-0.318812622,-2.078439691,1.562407427,-0.343914841,-2.080730482,2.446846992,-2.22480778,2.017867719,-0.02433,-0.01719,-0.59642,NA,-0.34909,-2.42147,5.165,-1.18819,-0.15923,-0.37237,-0.39056,1.832549705,4.297123543,1.02283,-0.90495,0.0470986,2.426140799,3.6418,-0.2327,2.178365051,-1.11126,2.326611287,1.075611708,2.39304,-0.50415,2.428351238,-0.36313,2.189478863,1.14618,-7e-05,2.44228,0.561600591,2.142800404,-0.46798,2.14114,2.526907626,0.498033738,"Low_Fe"
5,6,0.302,"Fri.AM.6",391977,6465458,115.8571,-31.94169,12897155,-3755658,"Soil","Soil.wetland",390,6.64,19750.00655,4.627799135,NA,418.5418418,0.876118313,4807.957419,0.266331178,36.53402576,12.94122052,21.50426733,109.8393127,34857.30921,17.03659424,2.922257339,1.837081594,566.5815839,14.94218129,2501.928904,201.5508651,0.980394367,632.1660842,9.207805037,11.1471374,13.66007308,239.6362222,238.312026,292.6657975,4.454993263,1887.895497,47.67774619,9.405536356,90.35185461,46.84420667,9.802454708,310.3376218,4.394907072,5.923505517,-2.435322179,NA,2.06937328,-4.099657722,4.510624034,-5.2904183,-0.369159546,-1.406985979,-0.89915219,0.731614919,6.491614542,-1.132039953,-2.895047207,-3.359225363,2.372217499,-1.263215413,3.85741369,1.338638196,-3.987203958,2.481748566,-1.747352087,-1.556220856,-1.352926381,1.511718447,1.506177263,1.71162775,-2.473378037,3.575814409,-0.102938833,-1.726105095,0.536307958,-0.120576241,-1.684770751,1.770257222,-2.486957199,2.591064607,-0.02527,-0.01076,-0.31839,NA,-0.27393,-1.09271,5.85718,-1.30654,-0.08961,-0.24426,-0.33278,2.040757807,4.542293859,1.03734,-0.59466,0.264128446,2.753262454,6.72008,-0.17235,2.304384667,-1.00664,2.800831192,0.964156115,4.85168,-0.49366,2.379552464,-0.37581,2.466371971,1.94505,-4e-05,3.09676,0.973383566,1.955937072,-0.38107,3.84317,2.491834428,0.642949697,"High_Fe"
5,7,0.302,"Fri.AM.7",391962,6465458,115.857,-31.94168,12897137,-3755658,"Soil","Soil.wetland",121.7,6.24,13715.95962,13.99546445,NA,196.9189105,0.58757613,8649.555579,0.223491644,28.1856798,14.75243269,32.01297023,624.0806056,51068.71016,21.53915401,2.585956991,2.550730043,676.2190712,12.89449691,1904.432035,299.525652,1.428647086,265.0971203,7.672555294,7.902390537,39.6494101,600.6947653,576.7362075,467.2730623,2.733966905,1624.94242,41.95996849,6.016928483,68.24837401,29.5693096,8.166893736,293.3110608,2.163357698,5.490384017,-1.397198043,NA,1.24686067,-4.567680811,5.029331868,-5.534312605,-0.697117312,-1.344523355,-0.569790212,2.400348183,6.80499591,-0.966058957,-3.085835704,-3.099551743,2.480585741,-1.479130728,3.516007746,1.666268711,-3.67920345,1.544164898,-1.998281638,-1.968766039,-0.355855282,2.362155575,2.32145363,2.11098245,-3.030177719,3.357296308,-0.29921532,-2.241354442,0.187222257,-0.649194367,-1.93584272,1.645302334,-3.264269848,2.085290578,-0.02851,-0.01272,-0.1393,NA,-0.32201,-1.4283,6.62008,-1.35367,-0.10664,-0.22727,-0.28853,2.795240686,4.708154889,1.04049,-0.63096,0.406664497,2.830087415,6.05731,-0.18325,2.476434022,-0.88765,2.42340501,0.884940027,3.87286,-0.37023,2.778653847,-0.32088,2.669570745,1.56496,-4e-05,2.98318,0.77937485,1.834092309,-0.42767,3.45089,2.467328441,0.335128333,"High_Fe"
5,8,0.303,"Fri.AM.8",391972,6465490,115.8571,-31.9414,12897150,-3755620,"Soil","Soil",96.5,6.72,3279.367505,1.945359403,4.306122466,68.5751966,0.099200381,4696.572238,0.123018344,5.129882867,1.375453149,7.449890224,35.65098282,7739.597536,1.74926217,0.453139064,0.560797117,187.1504207,2.791556848,476.6966038,60.83421767,0.504819306,118.480094,7.69965076,1.419251616,4.232705139,328.3008882,118.8125487,371.3121442,0.397243714,610.8778558,30.15739794,1.157669254,88.374101,9.111502737,1.58432283,231.7851733,0.882760307,5.410936999,-2.019022107,-1.22443101,1.543462054,-4.995082274,5.770119361,-4.779890646,-1.049386024,-2.36568561,-0.676269552,0.889307865,6.269636118,-2.125274768,-3.476025066,-3.262864934,2.547443833,-1.657869399,3.482411388,1.423683572,-3.368023573,2.090276114,-0.643293878,-2.334339148,-1.241627548,3.10946168,2.093078181,3.232574218,-3.607674147,3.730428181,0.721961415,-2.53806013,1.797110102,-0.474931197,-2.22431177,2.761342116,-2.809170418,1.984527313,-0.02468,-0.02449,-0.6083,0.634086377,-0.40378,-4.70693,5.82863,-1.52727,-0.33415,-0.83905,-0.48668,1.552071507,3.888718378,1.00726,-1.46766,-0.251194228,2.272190808,2.0611,-0.25015,1.784147927,-1.25656,2.07364539,0.886471027,1.25776,-0.67735,2.516272058,-0.42561,2.569739154,0.66292,-0.00017,2.70846,0.063584499,1.946325009,-0.57456,1.3118,2.365085652,-0.054157203,"Low_Fe"
5,9,0.303,"Fri.AM.9",391972,6465488,115.8571,-31.94141,12897150,-3755623,"Soil","Soil",227,7.03,6750.448443,1.657201068,8.551326557,35.11850373,0.100030176,23237.1494,0.07942918,4.936392765,0.902994128,15.70530989,22.47454363,15420.90647,4.70239482,0.710967327,1.917293608,333.6304637,3.091133457,1182.239247,53.44480316,0.822692132,725.1908486,14.36302188,NA,3.750731359,367.2708343,78.35162572,572.7912884,0.8013284,623.6236285,115.0642884,2.654201895,159.3346209,37.35268519,2.476854035,127.7168944,2.332336314,5.636597729,-2.675636413,-1.034680065,0.377961674,-5.483049868,6.872741055,-5.713655961,-1.584131634,-3.282805717,-0.426767624,-0.068383215,6.462712942,-1.632694574,-3.521895293,-2.529851877,2.629267495,-2.052228651,3.894399097,0.797882916,-3.375939718,3.405668371,-0.51610951,NA,-1.858815639,2.725333055,1.180440229,3.169754918,-3.402250917,3.254780538,1.564724513,-2.204622484,1.890240036,0.439638313,-2.273777268,1.669049563,-2.333896014,2.356025857,-0.02261,-0.0176,-0.68569,0.932033492,-0.4661,-4.68071,8.13484,-1.66845,-0.34288,-1.05778,-0.37248,1.351690882,4.188109903,1.02022,-1.1798,0.282688624,2.523265699,2.21456,-0.20397,1.727905482,-1.06738,2.860452315,1.157245822,NA,-0.69982,2.564986442,-0.45851,2.757996404,0.90608,-0.00016,4.00705,0.423933955,2.202310151,-0.40333,1.70735,2.10624835,0.367791174,"Low_Fe"
5,10,0.31,"Fri.AM.10",391978,6465504,115.8571,-31.94127,12897157,-3755604,"Soil","Soil",835,6.77,11212.95065,1.457124385,12.61710335,17.37029935,0.048731653,7470.198426,0.046255127,8.171589843,NA,11.60409852,10.83495117,6219.542483,2.265030904,0.348144038,1.026883298,231.2150425,2.13158835,633.4339782,33.67408422,0.578534822,348.292394,8.460471312,1.092736261,1.179045665,366.2301758,10.47373635,424.5475129,0.833895534,576.1894103,40.12492744,2.716518213,96.88164578,17.26008349,1.793569098,32.97702928,3.190345654,6.60859582,-2.339763983,-0.181175575,0.138532936,-5.737655379,6.202447963,-5.789811845,-0.615565392,NA,-0.264870521,-0.333451749,6.01922275,-1.898640475,-3.77136786,-2.689700587,2.72711932,-1.959361472,3.734926899,0.80049965,-3.263485418,3.136813462,-0.580823995,-2.627543996,-2.551523525,3.187033154,-0.367358054,3.334795049,-2.897876021,3.640207566,0.975768896,-1.716877886,1.857261209,0.132167645,-2.132021333,0.779582359,-1.556099611,2.921686475,-0.02433,-0.01394,-0.75486,1.10095966,-0.54208,-7.58039,6.42081,-1.86111,-0.24456,NA,-0.41517,1.034826958,3.793758439,1.01063,-1.66767,0.01152109,2.364016085,1.7044,-0.23467,1.527295794,-1.20062,2.54194399,0.927394557,1.05981,-0.9565,2.563754125,-0.65706,2.627926301,0.9223,-0.00018,2.94441,0.434012621,1.986241508,-0.4895,1.41138,1.51821153,0.503837739,"Low_Fe"
5,11,0.302,"Fri.AM.11",391978,6465524,115.8571,-31.94109,12897157,-3755580,"Soil","Soil",179.5,8.01,2779.569624,1.872739641,13.64265039,21.24904645,0.0602585,43504.37,0.042071017,3.690247466,NA,6.51231078,8.358601905,2483.31695,NA,0.494077927,1.725857203,242.1831172,2.54225572,830.4612354,65.06058411,0.184983235,485.8262712,10.68440666,NA,1.054923664,251.048331,16.58607829,222.7921682,0.328870626,522.5401819,92.52873625,0.413122389,109.1982803,7.827332584,2.554331796,40.96653191,0.429843253,5.226445514,-2.076203461,-0.090404925,0.352706153,-5.512717506,7.977010803,-5.872002076,-1.397912349,NA,-0.829911517,-0.580314692,5.113744557,NA,-3.408667896,-2.157882012,2.786088254,-1.770554103,4.018375383,1.47171303,-4.391095948,3.482245225,-0.334820512,NA,-2.650137461,2.822039606,0.104957817,2.702633487,-3.815696708,3.555096015,1.82391339,-3.587617257,1.989559446,-0.645984083,-1.765815207,1.00914957,-3.547940533,2.254064453,-0.01755,-0.02642,-0.62583,1.13489875,-0.51914,-6.5747,9.27116,-1.89711,-0.41672,NA,-0.51073,0.922133642,3.395032153,NA,-1.4074,0.237004859,2.384143865,1.92964,-0.22082,1.813317958,-1.75732,2.686480996,1.028750409,NA,-0.98567,2.399757338,-0.60522,2.34789992,0.60944,-0.00021,3.75955,-0.383921268,2.038215799,-0.59687,1.73865,1.6124292,-0.366689886,"Low_Fe"
6,1,0.31,"TuesAM.26",391959,6465444,115.8569,-31.94181,12897134,-3755675,"Sediment","Sediment",19.97,6.85,42780.96765,3.635584552,NA,253.9907577,1.73633523,7399.840129,0.258053315,77.16363268,21.35414005,28.34820076,64.58559152,40942.80875,24.57609072,5.038600232,2.837894943,710.0488613,27.84226964,4936.747122,161.2946528,0.850135268,216.2415079,8.979273405,22.2400898,20.55740659,300.3972669,147.1718594,401.1620753,8.941781414,2119.894089,42.39748705,16.41242755,43.00472355,61.7778681,18.79571401,220.7876339,5.06074163,6.522795616,-2.850283075,NA,1.396244894,-3.589276283,4.768160689,-5.495642054,0.204875281,-1.079807351,-0.796489423,0.026938359,6.478878478,-0.939278937,-2.523924674,-3.097990425,2.424280801,-0.814497629,4.36340893,0.942179848,-4.303412789,1.23534289,-1.946134019,-1.039156478,-1.117831692,1.564052836,0.85054803,1.853312538,-1.950318153,3.518068423,-0.393963893,-1.34301416,-0.379743026,-0.017507807,-1.20742412,1.256148321,-2.519539946,1.300378065,-0.02378,-0.00755,-0.38129,NA,-0.30491,-0.6908,6.40815,-1.3149,-0.05428,-0.1854,-0.30139,1.810135642,4.612177633,1.04227,-0.45666,0.452996314,2.851288235,10.41824,-0.14794,2.20761997,-1.05574,2.334939061,0.953241195,7.62736,-0.44208,2.477695977,-0.40963,2.603319869,2.65258,-3e-05,2.99224,1.215172822,1.63351616,-0.35552,5.64209,2.343974745,0.704214165,"High_Fe"
6,2,0.305,"TuesAM.27",391959,6465447,115.8569,-31.94178,12897134,-3755671,"Sediment","Sediment",26.5,6.62,36602.62978,2.147525083,NA,283.9589327,1.491354469,6572.60373,0.25342526,79.61005566,17.94922077,26.1354105,61.60750103,35216.89158,22.69244996,4.807982178,2.164970504,775.1092852,28.7278768,4517.481925,246.2420487,1.212150958,213.0307821,6.608364455,22.58872605,16.0941273,446.3221658,159.4177137,495.3285851,7.839186186,2084.255061,39.94020366,14.03793007,39.48129517,55.16250785,17.6684772,230.515499,5.613787509,6.401472774,-3.34208654,NA,1.54242703,-3.706717848,4.684262744,-5.479088926,0.270737818,-1.218855892,-0.843111475,0.014381039,6.362878526,-0.984370326,-2.536125104,-3.333995857,2.546601438,-0.748534626,4.309307427,1.399912396,-3.914006162,1.255034078,-2.218066406,-0.98895166,-1.327948153,1.994638442,0.965125293,2.098818756,-2.047267568,3.535764191,-0.419019167,-1.464639638,-0.430575575,-0.096119078,-1.234620492,1.333915507,-2.381176967,1.423245874,-0.02541,-0.00811,-0.56499,NA,-0.2977,-0.76495,6.2517,-1.31972,-0.05316,-0.20401,-0.3103,1.789633593,4.54675102,1.04119,-0.46715,0.335451984,2.889362939,10.65062,-0.15092,2.391362216,-0.93774,2.328442362,0.820093987,7.70547,-0.47228,2.649648456,-0.40382,2.694893392,2.50161,-3e-05,2.94044,1.147303075,1.596391391,-0.36576,5.43999,2.362700131,0.74925597,"High_Fe"
6,3,0.3,"TuesAM.28",391961,6465447,115.8569,-31.94178,12897136,-3755671,"Sediment","Sediment",30.8,5.95,45477.89533,2.458874271,NA,222.7038423,1.81072404,7213.387646,0.189332723,73.88666425,21.51379971,29.03090182,55.32150442,41403.78121,26.11629746,5.078808984,2.770239004,1080.053068,29.66728796,4871.25521,190.6432096,0.870063709,232.1265104,8.824257952,23.42424042,16.57506673,370.1859639,133.31016,383.1922966,9.49451131,2183.465223,38.10679059,16.93177164,45.18595766,61.07463904,18.77865025,209.9139673,4.927923994,6.591863287,-3.233414751,NA,1.272724444,-3.539391596,4.750575591,-5.797367756,0.169413972,-1.064423807,-0.764757541,-0.119956682,6.498009106,-0.87055884,-2.508041601,-3.114184784,2.851647073,-0.74307336,4.357988543,1.117285285,-4.272307224,1.314164143,-1.955613869,-0.979346982,-1.325218821,1.780887101,0.75956006,1.81541856,-1.882404508,3.555550062,-0.492725886,-1.303926548,-0.322332016,-0.021021676,-1.200397784,1.213579384,-2.53820058,1.488550717,-0.03127,-0.00734,-0.51065,NA,-0.31363,-0.67164,6.37415,-1.39982,-0.05589,-0.18465,-0.29883,1.742893982,4.617040005,1.04309,-0.4549,0.44251724,3.033445095,10.89481,-0.14838,2.280221341,-1.0476,2.365724743,0.945678195,7.89098,-0.46854,2.568419948,-0.41694,2.58341677,2.72439,-3e-05,2.9003,1.228702402,1.655003491,-0.35654,5.63907,2.322041337,0.692664001,"High_Fe"
