"Group","Sample","Wt.soil","ICPOES.ID","UTM.E","UTM.N","Long.E.","Lat.S.","x.osm","y.osm","Type","Type.adj","EC","pH","Al.AR","As.AR","B.AR","Ba.AR","Be.AR","Ca.AR","Cd.AR","Ce.AR","Co.AR","Cr.AR","Cu.AR","Fe.AR","Ga.AR","Gd.AR","Ge.AR","K.AR","La.AR","Mg.AR","Mn.AR","Mo.AR","Na.AR","Nb.AR","Nd.AR","Ni.AR","P.AR","Pb.AR","S.AR","Sc.AR","Si.AR","Sr.AR","Th.AR","Ti.AR","V.AR","Y.AR","Zn.AR","Zr.AR","Al","As","B","Ba","Be","Ca","Cd","Ce","Co","Cr","Cu","Fe","Ga","Gd","Ge","K","La","Mg","Mn","Mo","Na","Nb","Nd","Ni","P","Pb","S","Sc","Si","Sr","Th","Ti","V","Y","Zn","Zr","EC.log","pH.pow","Al.pow","As.pow","B.log","Ba.pow","Be.pow","Ca.pow","Cd.pow","Ce.pow","Co.pow","Cr.pow","Cu.log","Fe.log","Ga.pow","Gd.pow","Ge.log","K.log","La.pow","Mg.pow","Mn.log","Mo.pow","Na.log","Nb.log","Nd.pow","Ni.pow","P.log","Pb.pow","S.log","Sc.pow","Si.pow","Sr.pow","Th.log","Ti.log","V.pow","Y.pow","Zn.log","Zr.log","Fe.lohi"
2,7,0.302,"Fri.AM.50",391896,6465486,115.8563,-31.94142,12897060,-3755624,"Soil","Soil",78.8,8.68,2008.622771,4.703978283,NA,7.956782776,0.036672489,8859.840484,0.052562154,2.918863949,NA,9.076799853,9.152107757,2339.496434,NA,0.343275407,0.722066937,167.9245669,1.761871273,506.0710122,21.02045915,0.235586855,103.1490543,4.580724057,NA,1.106795789,264.0353224,20.44740235,351.0247252,0.273721947,512.5498047,52.56954276,0.668220722,55.42541526,10.96243771,1.249632648,58.26136904,0.37541382,5.156136359,-0.900659625,NA,-0.375043475,-5.754796643,6.64021582,-5.394827143,-1.377873737,NA,-0.243346528,-0.23508401,5.308622767,NA,-3.518290437,-2.774705653,2.674446653,-1.882691752,3.777608781,0.59642799,-3.894743842,2.187106852,-0.927211142,NA,-2.347599055,3.127014672,0.568787631,3.411788444,-3.744710699,3.790329667,1.513068698,-2.852204957,1.565970029,-0.054593543,-2.226218593,1.615871031,-3.428794561,1.896526217,-0.01501,-0.03066,-0.31453,NA,-0.6409,-9.17205,6.65332,-1.81364,-0.48766,NA,-0.4534,0.961521125,3.369122388,NA,-1.67909,-0.141422541,2.225114237,1.49035,-0.24681,1.322642198,-1.62093,2.013465251,0.660934131,NA,-0.97298,2.42166203,-0.58299,2.545337708,0.56161,-0.00021,3.18651,-0.175080061,1.743708956,-0.54852,1.14047,1.765380686,-0.425489744,"Low_Fe"
2,8,0.3,"Fri.PM.37",391909,6465475,115.8564,-31.94153,12897075,-3755637,"Soil","Soil",434,7.55,2022.949352,NA,NA,NA,0.026246061,970.0035702,0.026750449,1.58239044,0.861029887,9.696051864,3.491365731,2445.588646,NA,0.180948568,NA,147.0283749,0.898689895,221.6180421,19.92424478,0.213748332,65.54412508,5.407739195,NA,1.449285732,179.3822286,5.725531612,265.2954185,0.218206527,409.9453605,5.161435359,0.70713594,65.03832047,14.20882609,0.781553392,23.20136584,0.465289281,5.532560655,NA,NA,NA,-5.719990504,4.797548606,-5.700955166,-1.620814505,-2.229377209,0.191967633,-0.829458159,5.722289982,NA,-3.789293588,NA,2.910874449,-2.186568394,3.321204223,0.912186175,-3.62270712,2.102972436,-0.391920034,NA,-1.708680309,3.109767739,-0.334815742,3.501092846,-3.602064439,3.936272738,-0.438536434,-2.4262835,2.095225496,0.574112182,-2.326222957,1.064460004,-2.844847103,2.63748973,-0.01969,-0.03056,NA,NA,NA,-11.47782,4.1951,-2.07891,-0.73516,-1.08586,-0.4428,0.542995345,3.388383409,NA,-2.29015,NA,2.167401157,0.92751,-0.29713,1.299381869,-1.67448,1.816533771,0.733015738,NA,-0.90467,2.253779415,-0.73199,2.42372975,0.50769,-0.00029,1.61616,-0.150497089,1.813169318,-0.51397,0.8647,1.365513552,-0.332276952,"Low_Fe"
2,9,0.3,"Fri.PM.38",391959,6465452,115.8569,-31.94174,12897134,-3755665,"Soil","Soil.wetland",37.2,8.52,3963.339885,2.042588617,NA,54.32388952,0.082733349,2555.740456,0.127590545,4.621125868,2.273814725,8.283309858,38.65325545,10164.80352,1.741705324,0.322346968,0.47771602,145.5585563,2.277873626,294.7543778,46.18810434,0.592293403,90.70483305,10.49524219,0.698683549,6.593526447,201.2959306,182.4546355,187.9676099,0.403118444,577.1898924,16.20446854,1.751180896,127.4521472,9.631182106,1.21961153,122.1816315,1.273879395,5.644632677,-1.925991744,NA,1.354754407,-5.132342183,5.20588759,-4.699138687,-1.109571307,-1.81875076,-0.525967047,1.014421323,6.58647672,-2.085344973,-3.77233645,-3.378948501,2.340368777,-1.816967289,3.045932715,1.192512606,-3.163962831,1.867400965,-0.289287647,-2.998767036,-0.754121351,2.66456644,2.566291892,2.596059983,-3.548734532,3.717961638,0.145077363,-2.079919319,2.207531301,-0.375203706,-2.441677287,2.165299043,-2.398142791,1.57054294,-0.01557,-0.02246,-0.58654,NA,-0.42447,-5.31602,5.13413,-1.51605,-0.35839,-0.63622,-0.46852,1.587186077,4.007098988,1.0072,-1.73107,-0.320830195,2.163037739,1.78599,-0.27868,1.664530138,-1.19123,1.957630428,1.020992465,0.79069,-0.60095,2.303834995,-0.39419,2.274083019,0.66727,-0.00018,2.25849,0.243331011,2.105347156,-0.56662,1.12423,2.08700592,0.105128313,"Low_Fe"
2,10,0.3,"Fri.PM.39",391956,6465449,115.8569,-31.94176,12897130,-3755669,"Soil","Soil.wetland",19.17,7.4,25207.91591,6.409275452,NA,206.8681594,1.163463702,6453.196408,0.470379976,54.62155239,14.8109407,25.94290177,113.9035728,33545.23578,18.74204041,3.81081645,2.151622425,622.9576138,20.91501408,2807.544944,214.2662818,1.04613542,236.7635739,6.024781042,15.9735471,17.59714406,495.5869871,428.5100291,408.6219311,5.45672211,1674.100926,33.93140285,11.30821034,43.24850612,42.59896497,13.38175929,356.0384766,2.610705868,6.087436819,-2.189730298,NA,1.284605151,-3.896075023,4.724854325,-4.80169098,-0.047047991,-1.352110385,-0.791578491,0.687875709,6.3731736,-1.116707378,-2.709633071,-3.281254355,2.387001952,-1.007009251,3.892589166,1.31974302,-4.002373707,1.419585536,-2.251595392,-1.276542481,-1.179739909,2.158266364,2.012837614,1.965313826,-2.350628265,3.375555011,-0.523135605,-1.621947488,-0.280513836,-0.295646572,-1.453583996,1.827562277,-3.087855896,1.282622113,-0.02047,-0.00962,-0.24964,NA,-0.31863,-0.90348,6.22785,-1.16466,-0.06843,-0.22677,-0.31112,2.056537347,4.525630849,1.03862,-0.52285,0.332766062,2.794458498,8.51653,-0.16794,2.330953833,-0.98504,2.374314887,0.779941268,6.14084,-0.46103,2.695119894,-0.33838,2.611321672,2.1289,-4e-05,2.8035,1.053393878,1.635971111,-0.39025,4.61761,2.551496934,0.416757945,"High_Fe"
2,11,0.3,"Fri.PM.40",391982,6465456,115.8572,-31.9417,12897161,-3755661,"Soil","Soil.wetland",66.3,7.68,4722.581007,2.068103545,4.079104252,170.2886179,0.197790953,8754.145088,0.270785962,8.607495842,3.419972272,11.46726364,95.59930966,13665.23146,3.557819586,0.654930889,1.217497239,190.5412446,4.319255947,721.0976359,94.46323038,0.640051328,125.4041848,11.99278279,0.816943835,8.977180456,511.4965201,464.5635386,731.2469896,0.7634672,753.1396752,62.26659137,1.718429427,135.2270033,14.33642543,3.383810158,271.7409699,0.984230446,5.295947738,-2.437530989,-1.758285596,1.973331736,-4.784707613,5.913119577,-4.470589593,-1.011529581,-1.934530571,-0.724666678,1.396002585,6.358447022,-1.895015133,-3.587388576,-2.967365706,2.085705664,-1.701079861,3.416611531,1.384047648,-3.61036992,1.667378985,-0.67985798,-3.366347946,-0.969477162,3.073177768,2.976935324,3.430588267,-3.43404813,3.460087688,0.967262014,-2.622752264,1.742791858,-0.501359483,-1.945160674,2.440686282,-3.180058231,1.821513528,-0.01904,-0.02072,-0.58112,0.610564805,-0.33221,-2.96362,6.63669,-1.30217,-0.23619,-0.50818,-0.41694,1.980454756,4.135616992,1.01655,-1.22769,0.085467985,2.279988998,2.80315,-0.22793,1.975262793,-1.16076,2.098312029,1.078919968,0.87596,-0.55291,2.708842683,-0.33353,2.864064091,0.88676,-0.00013,3.34826,0.235131701,2.131063424,-0.51282,2.05231,2.434155121,-0.006903205,"Low_Fe"
3,1,0.336,"TuesAM.19",391869,6465544,115.856,-31.9409,12897029,-3755555,"Soil","Soil",127.6,6.6,11791.79094,3.825033236,2.062623043,29.19144886,0.104165123,12743.95469,0.107518374,6.734529447,2.017288797,17.18380541,21.84537055,15612.24069,4.54733879,0.798098699,1.695768008,274.93088,3.226792343,860.2861797,101.1792619,0.811101645,204.9785199,18.39399951,1.171928888,2.927042795,279.0897638,86.2521889,391.564949,1.27404048,815.9390798,33.56761745,4.52333889,209.0107224,41.41679461,3.608285618,179.8467421,2.849556376,6.268972696,-1.764619033,-2.382207695,0.26768963,-5.367964107,6.346626107,-5.336279715,-1.198938249,-2.404431759,-0.262218795,-0.022197165,6.549624356,-1.591644009,-3.331709196,-2.578050449,2.510333531,-1.934697628,3.651078911,1.510707624,-3.315548089,2.216719003,-0.194161692,-2.947535176,-2.032193561,2.525347275,1.351089245,2.86396521,-2.863992859,3.598153506,0.407375646,-1.596935776,2.236199365,0.617500276,-1.822953428,2.085918866,-2.059022865,2.105850674,-0.02556,-0.01363,-0.36709,0.314419865,-0.48496,-4.55532,7.17721,-1.56941,-0.27842,-0.67956,-0.36065,1.339359416,4.193465238,1.01978,-1.11551,0.229366438,2.439223522,2.2826,-0.21907,2.005091507,-1.07245,2.311708353,1.264676171,1.10951,-0.74828,2.445743908,-0.4507,2.592803809,1.11388,-0.00011,2.79468,0.655459126,2.320168566,-0.39302,2.13155,2.254902575,0.454777254,"Low_Fe"
3,2,0.297,"TuesAM.18",391866,6465535,115.8559,-31.94098,12897025,-3755566,"Soil","Soil",125.6,5.44,3493.905066,NA,NA,18.51856669,0.052220273,1959.501277,0.047700199,3.319039521,1.170409998,6.35767912,8.995560298,5751.740781,NA,0.337459909,0.392824799,226.6094834,1.63332306,389.7909545,29.63745331,0.323979635,97.26026307,11.45378865,1.255961835,2.880981738,274.2091466,46.13619728,397.6166192,0.356618226,542.8085866,9.253802123,1.126039868,136.7405497,15.66427592,1.726938417,75.84737229,1.110937415,5.648588443,NA,NA,0.408586957,-5.462471364,5.070258393,-5.553006586,-1.310511436,-2.352832763,-0.660523484,-0.313455721,6.147070956,NA,-3.59649544,-3.444578447,2.913041322,-2.01957025,3.455423705,0.878852,-3.637261497,2.067203633,-0.071866315,-2.282285195,-1.452055759,3.103704247,1.321410956,3.475301396,-3.541276341,3.78656987,-0.285152369,-2.391479941,2.407898456,0.241195824,-1.963836737,1.818536185,-2.4049827,2.098989639,-0.03722,-0.02379,NA,NA,-0.53469,-7.23703,4.85749,-1.84957,-0.44742,-0.91702,-0.51515,0.954028219,3.759799305,NA,-1.69305,-0.405801103,2.355278081,1.41289,-0.26172,1.471840883,-1.45726,1.98793544,1.058949165,1.16099,-0.75149,2.438081937,-0.50405,2.599464528,0.63182,-2e-04,1.91712,0.051553767,2.135897321,-0.50155,1.38021,1.879940539,0.045689594,"Low_Fe"
3,3,0.3,"TuesAM.17",391889,6465519,115.8562,-31.94113,12897052,-3755585,"Soil","Soil",125.6,5.56,6300.737525,NA,NA,22.19180786,0.091883584,14056.80876,0.162496532,6.038559089,1.558772184,10.91164583,35.33041495,6678.453937,0.556432333,0.619404552,1.118849108,223.5776995,3.249808308,625.0541861,49.47256725,0.357494663,249.0813945,15.8624641,1.422695362,6.093624339,268.6148777,50.30293063,242.3731824,0.809726731,874.0029324,64.09968731,1.779750755,180.671216,19.96833387,2.854358192,166.2273284,0.950444386,5.80170074,NA,NA,0.153001972,-5.333954128,6.604140933,-4.763819852,-1.148555811,-2.502822784,-0.55689059,0.618022973,5.85992056,-3.532930943,-3.425717896,-2.834420659,2.463037769,-1.768125221,3.49111711,0.954697086,-3.975356079,2.571058495,-0.182765664,-2.594168019,-1.139478199,2.646557439,0.971342105,2.543757381,-3.157779691,3.826362497,1.213718252,-2.370247904,2.24995766,0.047426479,-1.897874217,2.166635066,-2.997546862,2.098989639,-0.03567,-0.01816,NA,NA,-0.51433,-4.95502,7.32545,-1.44374,-0.29955,-0.7832,-0.42444,1.548148738,3.824675935,0.99245,-1.26133,0.04877152,2.349428483,2.29405,-0.23537,1.694364448,-1.41011,2.396341288,1.200370652,1.25976,-0.61388,2.429130063,-0.49631,2.384484565,0.9103,-1e-04,3.3768,0.250359186,2.256888968,-0.47193,1.85635,2.220702425,-0.02207329,"Low_Fe"
3,4,0.302,"TuesAM.16",391901,6465510,115.8563,-31.94121,12897066,-3755596,"Soil","Soil",340,7.79,4912.897488,1.501587049,8.762800445,34.17840393,0.098020298,60303.09419,0.071645083,4.977368199,1.457755945,9.91679258,16.26304539,4901.931544,0.498477306,0.691755233,1.981990545,312.26631,3.500413768,1192.89926,90.10059466,0.609207498,253.6944574,8.597479142,NA,3.007731976,619.4945882,22.81385077,819.9456343,0.362056507,685.6661899,134.7358724,0.644381872,67.74906456,21.08654829,6.376310213,76.7011891,1.232401319,5.567528295,-2.52556829,-0.761575332,0.599503109,-5.254671571,8.075047823,-5.568121624,-1.327189594,-2.555192642,-0.637861331,-0.143195491,5.565293728,-3.628288087,-3.300613967,-2.247989206,2.81176551,-1.67920969,4.152051105,1.568835893,-3.427687222,2.604039748,-0.780621834,NA,-1.830904573,3.496813094,0.19527697,3.777147167,-3.948045854,3.598300034,1.97122549,-3.371554631,1.283719781,0.116544444,-1.079501278,1.40782634,-2.723126313,2.531478917,-0.01852,-0.02035,-0.7381,0.942642922,-0.46882,-4.74484,9.92432,-1.7036,-0.34098,-0.81263,-0.43924,1.211201874,3.690367242,0.99104,-1.19557,0.297101578,2.494525131,2.41731,-0.20356,1.954727657,-1.18008,2.404310979,0.934371131,NA,-0.74281,2.792037517,-0.57168,2.913785058,0.6361,-0.00014,4.19637,-0.190856686,1.830903303,-0.46552,2.98219,1.884802097,0.090752154,"Low_Fe"
3,5,0.355,"TuesAM.15",391902,6465516,115.8563,-31.94115,12897068,-3755589,"Soil","Soil",114.7,6.35,2779.943246,NA,NA,10.41524994,0.036253733,1459.356015,0.059297109,3.207684338,0.695808587,6.818900301,6.215836442,2963.421974,NA,0.29951231,NA,197.3097164,1.569248126,251.7945412,30.50687009,0.289619201,88.83612437,6.572953891,0.974990376,1.457118655,216.5748354,18.38149911,352.6322915,0.341049468,540.1088915,7.438022844,1.132848336,75.80597291,9.741252242,1.259020701,69.75396826,0.647481926,5.584376851,NA,NA,-0.002537868,-5.663021864,4.939941591,-5.171003667,-1.180259654,-2.708489616,-0.426110728,-0.51870864,5.648291011,NA,-3.551408701,NA,2.938965718,-1.895212336,3.182804502,1.072142967,-3.584997259,2.140984433,-0.462845606,-2.371136619,-1.969347979,3.032127207,0.565535735,3.519616906,-3.421536685,3.94596183,-0.339203874,-2.221073828,1.982368147,-0.069439264,-2.115474743,1.899165371,-2.78047334,2.059563418,-0.02756,-0.02642,NA,NA,-0.60494,-9.24294,4.56802,-1.76999,-0.45777,-1.22098,-0.50238,0.793499578,3.471793497,NA,-1.79383,NA,2.295148472,1.37361,-0.28873,1.484397653,-1.51288,1.948589603,0.817760586,0.98355,-0.90335,2.335607993,-0.59419,2.547322079,0.61939,-2e-04,1.79846,0.054171771,1.879703426,-0.56501,1.14551,1.843568919,-0.18877235,"Low_Fe"
3,6,0.303,"TuesAM.14",391928,6465494,115.8566,-31.94136,12897098,-3755615,"Soil","Soil",97,6,4148.820269,3.101258593,NA,12.5973957,0.056659084,1160.238335,0.074007681,5.93841505,0.930568919,10.70969262,7.94353083,4088.021771,NA,0.405834862,0.416016399,159.0701686,2.418750929,186.4607982,62.24301042,0.342501795,68.98215549,7.792782169,1.599386258,7.410564862,217.7792399,21.9903437,231.6329837,0.434452265,682.1106094,6.795158797,1.166891262,93.50810688,12.09233407,1.469675735,50.84927333,0.734996678,5.919230837,-1.279540436,NA,0.122141639,-5.282051415,4.645032261,-5.014934857,-0.629906192,-2.483307602,-0.040199279,-0.338990598,5.904467994,NA,-3.313157409,-3.288379062,2.657996954,-1.528097201,2.816872556,1.719697783,-3.482826844,1.822499392,-0.358150521,-1.941728496,-0.408441797,2.972133425,0.679254971,3.033805689,-3.245017665,4.113843365,-0.495138046,-2.257005292,2.126699674,0.081223241,-2.026306675,1.517517369,-2.719237763,1.986771734,-0.03076,-0.02199,-0.42936,NA,-0.58075,-6.85185,4.3547,-1.69246,-0.30292,-1.04041,-0.42729,0.900013585,3.6115132,NA,-1.54822,-0.38088955,2.201588741,1.86312,-0.30889,1.794090589,-1.43044,1.838736761,0.891692537,1.36016,-0.58229,2.338016478,-0.57545,2.364800401,0.68988,-0.00015,1.75153,0.067030388,1.970849265,-0.53519,1.25495,1.706284751,-0.133714624,"Low_Fe"
3,7,0.302,"TuesAM.13",391953,6465491,115.8569,-31.94139,12897127,-3755619,"Soil","Soil",255,5.55,7281.388098,NA,NA,26.41168732,0.106550089,14754.08346,0.030453063,4.871556402,1.291003385,16.81107148,8.930055601,14081.21996,NA,0.629829852,1.441861586,715.8953861,3.042871369,842.9742055,50.01662145,0.27674505,133.5206871,33.50094117,1.251340778,1.918719626,242.8444297,17.61872435,203.6234416,1.128983048,663.7733259,48.7548223,2.974996638,407.8821724,26.61568648,1.692581015,48.59810389,1.735894438,5.917245154,NA,NA,0.297974972,-5.214971727,6.623443526,-6.467400341,-1.392418166,-2.720411908,-0.153793956,-0.786409021,6.576765629,NA,-3.438137214,-2.609896595,3.597702405,-1.863030043,3.761104717,0.936523737,-4.260490236,1.918424783,0.535741891,-2.751616043,-2.32417354,2.516589389,-0.106869422,2.340440772,-2.854514372,3.522109072,0.910972469,-1.885588733,3.035146697,0.305669117,-2.44957705,0.907752873,-2.424308835,2.40654018,-0.0358,-0.017,NA,NA,-0.49548,-4.48671,7.39977,-2.02515,-0.34593,-0.86883,-0.3635,0.950854163,4.148640283,NA,-1.25117,0.158923572,2.854849563,2.19015,-0.22007,1.699114352,-1.53604,2.125548559,1.525057008,1.15819,-0.83866,2.385328146,-0.59871,2.308827774,1.05551,-0.00015,3.11706,0.473486479,2.610534724,-0.43911,1.36395,1.686619325,0.239523312,"Low_Fe"
3,8,0.303,"TuesAM.12",391972,6465494,115.8571,-31.94136,12897150,-3755616,"Soil","Soil",394,7.35,3567.515223,1.687519687,3.683752992,63.75493552,0.08093273,12224.19064,0.122754562,5.039029589,1.383088797,7.861796371,34.79072833,6650.5866,1.029652875,0.472763886,1.122210817,162.0659419,2.840829482,597.446901,45.64089968,0.525762191,166.6541338,9.165454026,0.771178923,4.92530537,301.0983792,155.6369574,319.5552602,0.46381771,717.3644908,75.41746619,1.506783397,102.1830006,9.936949558,1.756961974,175.8673447,0.640225116,5.447589493,-2.208775314,-1.428103057,1.423011477,-5.246172087,6.679136983,-4.829603472,-1.114821602,-2.407715867,-0.670019998,0.8173158,6.070425216,-2.702813393,-3.481194323,-2.61673444,2.355968177,-1.687939043,3.660630287,1.088769114,-3.374941401,2.383885486,-0.516593705,-2.99186999,-1.137648847,2.975401929,2.315490975,3.034895093,-3.500298794,3.843548943,1.591003771,-2.322057946,1.894730205,-0.435775036,-2.168448957,2.437694864,-3.177970545,2.595496222,-0.02074,-0.02357,-0.67646,0.566290502,-0.41014,-5.39503,7.11517,-1.52794,-0.33818,-0.83649,-0.47738,1.541463521,3.822859953,1.00038,-1.4378,0.050074451,2.209691758,2.08666,-0.23777,1.659354197,-1.23961,2.221816091,0.962153983,0.8435,-0.65019,2.478708418,-0.40556,2.504545971,0.71027,-0.00014,3.54128,0.178050826,2.009378652,-0.5622,1.39431,2.245185207,-0.193667293,"Low_Fe"
3,9,0.298,"TuesAM.11",391965,6465475,115.857,-31.94153,12897141,-3755638,"Soil","Soil.wetland",587,7.15,4478.359933,2.686254857,NA,42.71016448,0.099540215,6324.723716,0.128080612,5.295126578,0.859869162,9.609440427,39.36502331,9473.81679,1.964598318,0.413821458,0.842272666,213.11803,2.870016677,505.0937697,87.31190087,0.484849315,151.9465871,11.43171694,1.496969262,6.294456235,400.7590629,80.24276578,246.3984644,0.52682867,646.4138728,33.31714285,1.652310292,134.329069,14.06882547,1.701287401,180.9381289,1.211954952,5.577061284,-1.841802911,NA,0.924486048,-5.137144434,5.922270743,-4.88504632,-1.163164004,-2.980925927,-0.567204895,0.842926801,6.326336257,-2.154663082,-3.712271547,-3.001602374,2.531895256,-1.775633047,3.394793207,1.639535887,-3.553868015,2.19357817,-0.393559208,-2.426508316,-0.990281605,3.163409518,1.555105724,2.676999111,-3.470830776,3.641489081,0.676121177,-2.327776403,2.07034164,-0.185989498,-2.298565629,2.368204255,-2.637716169,2.768638101,-0.02188,-0.02124,-0.478,NA,-0.44694,-4.69615,6.20179,-1.51488,-0.32712,-1.08666,-0.44423,1.595110513,3.976524982,1.00877,-1.53367,-0.074547293,2.328620193,2.10174,-0.24692,1.941073443,-1.27362,2.18169095,1.058111462,1.30246,-0.60853,2.602883352,-0.45655,2.391637997,0.75173,-0.00016,2.78856,0.218091608,2.128170005,-0.51525,1.36808,2.257530095,0.083486478,"Low_Fe"
3,10,0.302,"TuesAM.10",391985,6465481,115.8572,-31.94148,12897165,-3755631,"Soil","Soil",376,7.56,18064.22307,6.423269462,NA,54.57650475,0.189935206,18651.18807,0.154395689,3.997331264,4.01110321,31.13893542,45.239207,39355.82561,12.92627594,0.902827144,2.533040531,393.7867526,2.964347766,1141.979064,97.68541723,1.824280947,313.209171,21.75720255,1.106004967,17.56838628,398.2459863,86.50001085,687.1161098,0.905875658,802.2168256,89.69750485,5.528916373,246.516586,68.0877499,2.460183693,263.8808609,7.267677699,6.230282369,-1.711479016,NA,0.428197208,-5.232478552,6.26225886,-5.439642829,-2.185779312,-2.182339948,-0.132947287,0.240557856,7.008993023,-1.012144132,-3.673630434,-2.641985894,2.404403259,-2.484749236,3.469111791,1.010346021,-2.970220358,2.175464979,-0.491461412,-3.470651872,-0.705305213,2.415663604,0.888738273,2.961097022,-3.670259491,3.115972661,0.925036686,-1.861414424,1.936023011,0.649391047,-2.671170247,2.004091451,-1.587969462,2.575187845,-0.01964,-0.01121,-0.24923,NA,-0.42405,-3.04525,7.77038,-1.45874,-0.39498,-0.46548,-0.29141,1.655514984,4.595009027,1.03364,-1.0508,0.403642139,2.595261102,2.15018,-0.20556,1.989829736,-0.81803,2.49583447,1.337603055,1.06822,-0.46124,2.600151407,-0.45047,2.837030131,0.95694,-0.00012,3.72553,0.742640021,2.391846145,-0.34695,1.70056,2.421407892,0.861395659,"High_Fe"
3,11,0.307,"TuesAM.9",391983,6465465,115.8572,-31.94162,12897162,-3755650,"Soil","Soil.wetland",93.1,7.94,5099.13074,3.972351837,NA,108.5513433,0.145413237,4092.01799,0.268615432,5.723387581,3.346102933,13.15062987,98.04629917,18321.14735,3.261156085,0.771756506,1.213961435,172.076309,3.088258141,472.1274685,95.70694689,0.657507711,152.8170436,14.4504382,1.517554176,9.508352258,297.4639668,259.6413203,214.92757,0.653618934,709.052406,24.71240228,2.609138889,169.1986605,16.7593033,2.336852896,400.31581,1.46414893,5.400516352,-1.756950687,NA,1.550914262,-5.064484688,5.180484515,-4.450783552,-1.391748144,-1.928512644,-0.559839352,1.449130799,6.679502256,-1.954227249,-3.395395194,-2.942420084,2.011629027,-2.008701785,3.020940001,1.424981877,-3.555607796,1.892932404,-0.465584269,-2.719209065,-0.884138411,2.558984089,2.422992132,2.233992079,-3.561539776,3.42762043,0.070996225,-2.177288769,1.994764522,-0.317355484,-2.287503901,2.855944752,-2.75503487,1.968949681,-0.01785,-0.02001,-0.35687,NA,-0.36589,-3.64242,5.66355,-1.30429,-0.31051,-0.51433,-0.39696,1.991431206,4.262952668,1.0154,-1.1338,0.08420489,2.235721082,2.21311,-0.25069,1.980943462,-1.15037,2.184171794,1.159881017,1.31416,-0.54439,2.473434365,-0.37009,2.332292129,0.82749,-0.00014,2.55522,0.416497198,2.228396921,-0.49312,1.64975,2.602402742,0.165585254,"Low_Fe"
4,1,0.312,"TuesAM.1",392006,6465382,115.8574,-31.94237,12897188,-3755749,"Sediment","Sediment",246,6.08,11402.36277,21.91568491,NA,143.0690576,0.552828861,9848.012293,0.658044202,15.30538029,4.069978329,36.70397239,111.7674736,33637.04048,7.047254208,2.009043678,2.146161881,454.2473832,8.473673821,1395.265842,141.3625481,4.505036221,132.2915803,26.35073436,5.592767468,10.62923612,1220.199935,230.0298775,1311.799941,1.213345851,984.0528591,44.55938425,2.26997166,299.0928795,36.59716949,10.70871475,900.073125,1.024955128,5.456327279,-0.798046008,NA,1.07807884,-4.477955393,5.309776322,-4.303731768,-1.157044174,-2.481610919,-0.282363605,0.831171991,6.53813454,-1.932610527,-3.187589767,-3.121567519,2.233393353,-1.748284434,3.35559165,1.066079259,-2.380052663,0.999759834,-0.61375245,-2.163774355,-1.521640265,3.221521411,1.552960609,3.29390688,-3.691866884,3.00643102,-0.088425817,-3.065481247,1.815505565,-0.285277693,-1.514190721,2.917227416,-3.86059976,2.390935107,-0.02998,-0.01384,-0.09965,NA,-0.34485,-1.48788,6.80163,-1.08825,-0.16058,-0.46176,-0.27472,2.048315434,4.526817778,1.02557,-0.71308,0.331662477,2.657292434,4.50637,-0.19651,2.150334365,-0.60478,2.121532204,1.420792723,3.08813,-0.52826,3.086430998,-0.37819,3.117867607,1.08993,-9e-05,3.03609,0.356020435,2.475806074,-0.4054,4.04892,2.954277794,0.010704853,"High_Fe"
4,2,0.316,"TuesAM.2",391987,6465406,115.8572,-31.94216,12897166,-3755720,"Sediment","Sediment",234,5.96,12727.10126,9.314611173,NA,149.070018,0.276195145,10599.06416,0.805785005,16.41781831,5.636159226,40.63928511,139.8747311,21407.40316,2.286900629,1.727663988,1.668905279,514.4524103,9.018321283,1886.543176,150.3727163,4.34843931,185.3858079,29.16512311,5.014811072,17.17733372,891.2507009,291.9623664,1526.409124,1.180405341,1051.867648,45.89918212,1.515477003,334.0069956,32.081041,7.080812772,1224.694264,1.818530022,5.591064008,-1.628840687,NA,1.143991166,-5.147072565,5.408096041,-4.076363264,-1.062057721,-2.131222103,-0.155689736,1.080322296,6.111067135,-3.033227485,-3.313654748,-3.348257059,2.382678105,-1.661166742,3.682076477,1.152692039,-2.390607947,1.362014153,-0.487451367,-2.2480292,-1.016834241,2.93220081,1.816199963,3.47024833,-3.69456706,3.097897627,-0.03397765,-3.444694706,1.950736989,-0.392159716,-1.903036249,3.250021563,-3.262396454,2.369215857,-0.03117,-0.01316,-0.18881,NA,-0.34183,-2.36924,6.90666,-1.04461,-0.1532,-0.386,-0.26487,2.145739265,4.330563988,1.01075,-0.76719,0.222431688,2.711345206,4.70854,-0.18364,2.177169045,-0.61197,2.268076484,1.464863814,2.87519,-0.46405,2.949999884,-0.36241,3.183670953,1.07665,-8e-05,3.06251,0.18054935,2.523755563,-0.41902,3.17233,3.088027684,0.259720475,"Low_Fe"
